run_id,geometry,family,n_atoms,device_profile,replicate,omega_mhz,delta_initial_mhz,delta_target_mhz,delta_over_omega,sweep_ns,hold_ns,fall_ns,sweep_rate_mhz_per_us,blockade_ratio,baseline,jensen_shannon_bits,total_variation,hellinger,support_jaccard,candidate_mass_on_reference_support,reference_mass_on_candidate_support,quantum_samples,quantum_unique_basins,quantum_shannon_entropy_nats,quantum_normalized_entropy,quantum_collision_probability_p_q1,quantum_effective_basin_count,quantum_top_basin_mass,quantum_best_energy_mhz,quantum_mean_energy_mhz,quantum_energy_std_mhz,quantum_mean_replica_overlap,quantum_mean_pairwise_hamming,quantum_negative_overlap_mass,quantum_low_energy_threshold_mhz,quantum_low_energy_mass,quantum_unique_low_energy_basins,quantum_reference_minima,quantum_reference_basin_coverage,baseline_samples,baseline_unique_basins,baseline_shannon_entropy_nats,baseline_normalized_entropy,baseline_collision_probability_p_q1,baseline_effective_basin_count,baseline_top_basin_mass,baseline_best_energy_mhz,baseline_mean_energy_mhz,baseline_energy_std_mhz,baseline_mean_replica_overlap,baseline_mean_pairwise_hamming,baseline_negative_overlap_mass,baseline_low_energy_threshold_mhz,baseline_low_energy_mass,baseline_unique_low_energy_basins,baseline_reference_minima,baseline_reference_basin_coverage
g00_p003_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,parallel_tempering,0.25429992018032627,0.42200000000000004,0.4784129041324681,0.3333333333333333,0.668,1.0,500.0,30,3.0036387998733147,0.8831121698692609,0.067608,14.79114897645249,0.142,-7.268416771394149,-6.691267588051456,0.6042881846685946,0.23944133333333334,4.563352,0.233568,-7.018416771394149,0.524,6,31,0.967741935483871,500.0,10,1.691354813990251,0.7345460626564668,0.26304800000000006,3.801587542957938,0.454,-7.268416771394149,-7.176025213106007,0.100940982865877,0.611856,2.3288640000000003,0.009568,-7.018416771394149,0.9460000000000001,6,31,0.3225806451612903
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,uniform_random,0.05409750694247228,0.20600000000000002,0.19588941507573834,1.0,1.0,1.0,500.0,31,3.053455440980811,0.8891866099537817,0.062672,15.956088843502679,0.148,-7.268416771394149,-6.687858605118625,0.5966842931817906,0.22061866666666666,4.6762880000000004,0.24141600000000005,-7.018416771394149,0.478,6,31,1.0,500.0,31,3.1698193327359934,0.9230725521038279,0.050952,19.62631496310253,0.1,-7.268416771394149,-6.460252297333855,0.6376530303127496,0.194596,4.832424,0.258272,-7.018416771394149,0.37,6,31,1.0
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,simulated_annealing,0.10739870664932878,0.3020000000000001,0.28564485761106784,0.9354838709677419,0.972,1.0,500.0,31,3.053455440980811,0.8891866099537817,0.062672,15.956088843502679,0.148,-7.268416771394149,-6.687858605118625,0.5966842931817906,0.22061866666666666,4.6762880000000004,0.24141600000000005,-7.018416771394149,0.478,6,31,1.0,500.0,29,2.5796740957921145,0.766096662140456,0.110256,9.069801189957916,0.192,-7.268416771394149,-6.885882291417811,0.5081681173195502,0.29521200000000003,4.228728,0.19843999999999998,-7.018416771394149,0.65,6,31,0.9354838709677419
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,parallel_tempering,0.2907395122503851,0.4980000000000001,0.507018252323093,0.3225806451612903,0.656,1.0,500.0,31,3.053455440980811,0.8891866099537817,0.062672,15.956088843502679,0.148,-7.268416771394149,-6.687858605118625,0.5966842931817906,0.22061866666666666,4.6762880000000004,0.24141600000000005,-7.018416771394149,0.478,6,31,1.0,500.0,10,1.6480728511298357,0.715748945020247,0.265536,3.7659677030609786,0.45,-7.268416771394149,-7.179963573490277,0.0939393752065944,0.6289493333333332,2.2263040000000007,0.006864,-7.018416771394149,0.962,6,31,0.3225806451612903
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,uniform_random,0.0755611209595381,0.262,0.24086839433967364,0.8,1.0,0.968,500.0,12,1.6979698645112307,0.6833133408275489,0.251752,3.972163081127459,0.376,-16.665190359757165,-15.789162421867331,0.9406217932147976,0.48184000000000005,3.1089599999999997,0.08780800000000001,-16.415190359757165,0.376,1,16,0.75,500.0,15,2.2144367925088835,0.8177236860703617,0.140264,7.129413106713056,0.224,-16.665190359757165,-15.128507927212594,1.1689086042069148,0.255644,4.4661360000000005,0.236592,-16.415190359757165,0.186,1,16,0.9375
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,simulated_annealing,0.09986819073820057,0.324,0.2761784440369832,0.75,0.968,1.0,500.0,12,1.6979698645112307,0.6833133408275489,0.251752,3.972163081127459,0.376,-16.665190359757165,-15.789162421867331,0.9406217932147976,0.48184000000000005,3.1089599999999997,0.08780800000000001,-16.415190359757165,0.376,1,16,0.75,500.0,9,0.9794842745788928,0.44578250429292005,0.528144,1.8934230058468904,0.7,-16.665190359757165,-16.3247320820265,0.6396831571834852,0.724024,1.655856,0.03804,-16.415190359757165,0.7,1,16,0.5625
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,parallel_tempering,0.4042157958756827,0.62,0.5952540090599517,0.25,0.716,1.0,500.0,12,1.6979698645112307,0.6833133408275489,0.251752,3.972163081127459,0.376,-16.665190359757165,-15.789162421867331,0.9406217932147976,0.48184000000000005,3.1089599999999997,0.08780800000000001,-16.415190359757165,0.376,1,16,0.75,500.0,3,0.02885042170563743,0.026260785541197536,0.992024,1.008040128061418,0.996,-16.665190359757165,-16.66175394477434,0.05556178701040127,0.996008,0.023951999999999973,0.0,-16.415190359757165,0.996,1,16,0.1875
g00_p004_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,uniform_random,0.07406011632183263,0.252,0.24085846746440315,0.75,1.0,0.964,500.0,12,1.6653053600255014,0.670168177210028,0.25708000000000003,3.889839738602769,0.384,-16.665190359757165,-15.810608751420395,0.9346044143457385,0.4930813333333333,3.0415120000000004,0.08080799999999999,-16.415190359757165,0.384,1,16,0.75,500.0,16,2.1901745706787534,0.7899384979498381,0.14504,6.894649751792609,0.22,-16.665190359757165,-15.178682928932872,1.1858425833712498,0.28252000000000005,4.304879999999999,0.210296,-16.415190359757165,0.202,1,16,1.0
g00_p004_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,simulated_annealing,0.08556555100748472,0.28400000000000003,0.256864592179344,0.6666666666666666,0.964,1.0,500.0,12,1.6653053600255014,0.670168177210028,0.25708000000000003,3.889839738602769,0.384,-16.665190359757165,-15.810608751420395,0.9346044143457385,0.4930813333333333,3.0415120000000004,0.08080799999999999,-16.415190359757165,0.384,1,16,0.75,500.0,8,1.0386432418141838,0.49948181807271985,0.4919840000000001,2.032586425574815,0.668,-16.665190359757165,-16.30993333836576,0.6160018895365702,0.7034013333333333,1.779592,0.036703999999999994,-16.415190359757165,0.668,1,16,0.5
g00_p004_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,parallel_tempering,0.4022838860891512,0.614,0.5973771530059684,0.16666666666666666,0.6739999999999999,1.0,500.0,12,1.6653053600255014,0.670168177210028,0.25708000000000003,3.889839738602769,0.384,-16.665190359757165,-15.810608751420395,0.9346044143457385,0.4930813333333333,3.0415120000000004,0.08080799999999999,-16.415190359757165,0.384,1,16,0.75,500.0,2,0.014427214862176116,0.020814071335501033,0.996008,1.0040079999357434,0.998,-16.665190359757165,-16.663855145921282,0.029826417783202545,0.998004,0.011975999999999987,0.0,-16.415190359757165,0.998,1,16,0.125
