run_id,geometry,family,n_atoms,device_profile,replicate,omega_mhz,delta_initial_mhz,delta_target_mhz,delta_over_omega,sweep_ns,hold_ns,fall_ns,sweep_rate_mhz_per_us,blockade_ratio,method,samples,unique_basins,shannon_entropy_nats,normalized_entropy,collision_probability_p_q1,effective_basin_count,top_basin_mass,best_energy_mhz,mean_energy_mhz,energy_std_mhz,mean_replica_overlap,mean_pairwise_hamming,negative_overlap_mass,low_energy_threshold_mhz,low_energy_mass,unique_low_energy_basins,reference_minima,reference_basin_coverage,effective_basin_count_ci_lower,effective_basin_count_ci_upper,normalized_entropy_ci_lower,normalized_entropy_ci_upper,mean_energy_mhz_ci_lower,mean_energy_mhz_ci_upper,mean_pairwise_hamming_ci_lower,mean_pairwise_hamming_ci_upper,low_energy_mass_ci_lower,low_energy_mass_ci_upper,wall_seconds,generation_energy_evaluations,descent_flip_cost_evaluations
g00_p003_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,simulated_annealing,500.0,27,2.5092185009676964,0.761329702586196,0.11200800000000001,8.92793371902007,0.164,-7.268416771394149,-6.914189872298234,0.47328515544094335,0.30722666666666665,4.15664,0.17911999999999995,-7.018416771394149,0.654,6,31,0.8709677419354839,8.121512796319593,9.666785925602118,0.7365672929308275,0.7941139284871571,-6.955252955956982,-6.866756771309821,3.9946094000000008,4.314274600000001,0.6198,0.702,3.1850533750002796,360000,540
g00_p003_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,parallel_tempering,500.0,10,1.691354813990251,0.7345460626564668,0.26304800000000006,3.801587542957938,0.454,-7.268416771394149,-7.176025213106007,0.100940982865877,0.611856,2.3288640000000003,0.009568,-7.018416771394149,0.9460000000000001,6,31,0.3225806451612903,3.374498328055784,4.347549883714826,0.6977654764469459,0.7709734027065465,-7.18384663930231,-7.165444996748724,2.1676456,2.5164944000000005,0.928,0.964,2.886143075000291,312010,216
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,quantum,500.0,31,3.053455440980811,0.8891866099537817,0.062672,15.956088843502679,0.148,-7.268416771394149,-6.687858605118625,0.5966842931817906,0.22061866666666666,4.6762880000000004,0.24141600000000005,-7.018416771394149,0.478,6,31,1.0,14.170128318566702,17.44537781679859,0.8647910619134737,0.9070629239265733,-6.735080259295785,-6.63611244775746,4.521184,4.7853444000000005,0.432,0.51815,0.9313493400004518,,6144
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,uniform_random,500.0,31,3.1698193327359934,0.9230725521038279,0.050952,19.62631496310253,0.1,-7.268416771394149,-6.460252297333855,0.6376530303127496,0.194596,4.832424,0.258272,-7.018416771394149,0.37,6,31,1.0,17.171043437468466,21.012023094080448,0.8990438094899645,0.9378045616244141,-6.516043664306346,-6.39259606671465,4.7200692,4.925804800000001,0.32195,0.4101000000000001,0.006214000999534619,0,24276
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,simulated_annealing,500.0,29,2.5796740957921145,0.766096662140456,0.110256,9.069801189957916,0.192,-7.268416771394149,-6.885882291417811,0.5081681173195502,0.29521200000000003,4.228728,0.19843999999999998,-7.018416771394149,0.65,6,31,0.9354838709677419,8.123532254717201,9.796636902156143,0.7432768445027652,0.7959490730530576,-6.923309995339153,-6.838680783631241,4.0543038,4.395965200000001,0.61185,0.68805,3.6053729560007923,360000,516
g00_p003_r01,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,1,2.0,-6.0,1.5,0.75,900,300,300,8.333333333333334,1.104500186288899,parallel_tempering,500.0,10,1.6480728511298357,0.715748945020247,0.265536,3.7659677030609786,0.45,-7.268416771394149,-7.179963573490277,0.0939393752065944,0.6289493333333332,2.2263040000000007,0.006864,-7.018416771394149,0.962,6,31,0.3225806451612903,3.3503817159291565,4.239299432620408,0.6789667684741587,0.758727801779257,-7.188293550978051,-7.170970821385092,2.0581908,2.4095668,0.94395,0.978,3.3540980859997944,312010,240
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,quantum,500.0,12,1.6979698645112307,0.6833133408275489,0.251752,3.972163081127459,0.376,-16.665190359757165,-15.789162421867331,0.9406217932147976,0.48184000000000005,3.1089599999999997,0.08780800000000001,-16.415190359757165,0.376,1,16,0.75,3.634209390748184,4.328445292952262,0.6526570708480152,0.7405684195693727,-15.865803948977694,-15.709814420498429,2.9185168,3.3206058,0.332,0.42,0.4187976030007121,,13284
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,uniform_random,500.0,15,2.2144367925088835,0.8177236860703617,0.140264,7.129413106713056,0.224,-16.665190359757165,-15.128507927212594,1.1689086042069148,0.255644,4.4661360000000005,0.236592,-16.415190359757165,0.186,1,16,0.9375,6.452774493407745,7.647762554551013,0.788721010542502,0.8463262017117127,-15.219321035417877,-15.038991031517972,4.2660912,4.6306336,0.15195,0.22610000000000002,0.009854674999587587,0,29316
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,simulated_annealing,500.0,9,0.9794842745788928,0.44578250429292005,0.528144,1.8934230058468904,0.7,-16.665190359757165,-16.3247320820265,0.6396831571834852,0.724024,1.655856,0.03804,-16.415190359757165,0.7,1,16,0.5625,1.7336991322858777,2.0730183863723117,0.42110767432198304,0.5301115529761229,-16.377021571402683,-16.268658327639915,1.4260670000000002,1.9079025999999997,0.658,0.74005,4.548021070999312,360000,192
g00_p004_r00,jittered_kagome_n12_seed19,bond_disordered_kagome,12,ruby_proxy,0,2.0,-6.0,3.0,1.5,200,0,300,45.0,1.104500186288899,parallel_tempering,500.0,3,0.02885042170563743,0.026260785541197536,0.992024,1.008040128061418,0.996,-16.665190359757165,-16.66175394477434,0.05556178701040127,0.996008,0.023951999999999973,0.0,-16.415190359757165,0.996,1,16,0.1875,1.0,1.0202499204205062,0.0,0.05734175004095581,-16.665190359757165,-16.656982315955634,0.0,0.05968799999999974,0.99,1.0,3.6188489720007055,312010,48
